timestamp,outdoor_temperature_C,indoor_temperature_C
2016-01-18 03:00:00,-26.43,4.837667392888153
2016-01-18 04:00:00,-28.22,4.658790372988692
2016-01-18 05:00:00,-29.88,4.464928096506227
2016-01-18 06:00:00,-31.1,4.2608400989787665
2016-01-18 07:00:00,-31.14,4.0841728051117245
2016-01-18 08:00:00,-28.29,4.007349945346816
2016-01-18 09:00:00,-24.21,4.057588541994231
2016-01-18 10:00:00,-20.19,4.148911047385431
2016-01-18 11:00:00,-15.56,4.330863092102921
2016-01-18 12:00:00,-13.24,4.452733716720474
2016-01-18 13:00:00,-12.87,4.642027272382205
2016-01-18 14:00:00,-12.85,4.731647569971767
2016-01-18 15:00:00,-12.98,4.7632816686402135
2016-01-18 16:00:00,-13.88,4.748602412834299
2016-01-18 17:00:00,-15.32,4.704845443226348
2016-01-18 18:00:00,-16.41,4.650318598433492
2016-01-18 19:00:00,-16.95,4.590870812161067
2016-01-18 20:00:00,-17.68,4.524590608593466
2016-01-18 21:00:00,-18.44,4.451252602178629
2016-01-18 22:00:00,-19.06,4.372400090065735
2016-01-18 23:00:00,-19.44,4.290595619507063
2016-01-19 00:00:00,-19.56,4.208577141129565
2016-01-19 01:00:00,-19.61,4.127074465753624
2016-01-19 02:00:00,-19.7,4.04566559204222
2016-01-19 03:00:00,-19.78,3.9644532089389903
2016-01-19 04:00:00,-19.84,3.8836425821635623
2016-01-19 05:00:00,-19.94,3.802813149778571
2016-01-19 06:00:00,-20.03,3.722069021960432
2016-01-19 07:00:00,-19.94,3.658974786111507
2016-01-19 08:00:00,-18.84,3.6542571540008315
2016-01-19 09:00:00,-16.06,3.765683553739863
2016-01-19 10:00:00,-14.41,3.961733677273716
2016-01-19 11:00:00,-13.82,4.086361862166537
2016-01-19 12:00:00,-13.42,4.1888902693022105
2016-01-19 13:00:00,-13.32,4.292432475366258
2016-01-19 14:00:00,-13.35,4.3859053227002915
2016-01-19 15:00:00,-13.51,4.43197221682064
2016-01-19 16:00:00,-14.59,4.418675050100669
2016-01-19 17:00:00,-16.33,4.368590986076373
2016-01-19 18:00:00,-17.44,4.307609156389662
2016-01-19 19:00:00,-18.18,4.23971039796469
2016-01-19 20:00:00,-19.01,4.16404715491211
2016-01-19 21:00:00,-20.02,4.07884771301595
2016-01-19 22:00:00,-21.06,3.9839208115442317
2016-01-19 23:00:00,-22.15,3.87886985803832
2016-01-20 00:00:00,-23.31,3.7630955198345024
2016-01-20 01:00:00,-24.39,3.637564120955012
2016-01-20 02:00:00,-25.23,3.5048917545554135
2016-01-20 03:00:00,-26.06,3.365272420653235
2016-01-20 04:00:00,-26.94,3.218274433795074
2016-01-20 05:00:00,-27.75,3.0647180308294066
2016-01-20 06:00:00,-28.5,2.905309223448088
2016-01-20 07:00:00,-28.74,2.7766119362073187
2016-01-20 08:00:00,-27.63,2.7501876223143724
2016-01-20 09:00:00,-24.34,2.8503898810949897
2016-01-20 10:00:00,-20.43,3.0541988799517226
2016-01-20 11:00:00,-16.95,3.3180690252817637
2016-01-20 12:00:00,-15.27,3.6227056280544447
2016-01-20 13:00:00,-13.52,3.879815163740528
2016-01-20 14:00:00,-12.64,4.086523172553804
2016-01-20 15:00:00,-13.16,4.1973663543593185
2016-01-20 16:00:00,-15.04,4.19664661334302
2016-01-20 17:00:00,-16.72,4.145313762209126
2016-01-20 18:00:00,-18.12,4.080086594522103
2016-01-20 19:00:00,-19.04,4.006126368219542
2016-01-20 20:00:00,-19.43,3.9290485643925166
2016-01-20 21:00:00,-20.17,3.845256981457383
2016-01-20 22:00:00,-21.35,3.7502659505608618
2016-01-20 23:00:00,-22.57,3.643801330251862
2016-01-21 00:00:00,-23.43,3.529747352181735
2016-01-21 01:00:00,-24.19,3.409238531019189
2016-01-21 02:00:00,-25.12,3.280590496200084
2016-01-21 03:00:00,-26.18,3.142555627158428
2016-01-21 04:00:00,-27.21,2.9955640149781404
2016-01-21 05:00:00,-28.09,2.8412867964380277
2016-01-21 06:00:00,-28.96,2.6799197970634454
2016-01-21 07:00:00,-29.29,2.5481450921249382
2016-01-21 08:00:00,-27.77,2.5225763040958413
2016-01-21 09:00:00,-23.62,2.64740138054983
2016-01-21 10:00:00,-19.83,2.8391642828582926
2016-01-21 11:00:00,-15.81,3.143399739796055
2016-01-21 12:00:00,-11.71,3.4448531646855187
2016-01-21 13:00:00,-10.81,3.7394172000327583
2016-01-21 14:00:00,-10.91,3.9507304185681864
2016-01-21 15:00:00,-11.64,4.0563101908710975
2016-01-21 16:00:00,-13.68,4.064096812644788
2016-01-21 17:00:00,-15.78,4.024200937659489
2016-01-21 18:00:00,-17.07,3.971408999490945
2016-01-21 19:00:00,-17.93,3.9103502928353926
2016-01-21 20:00:00,-19.06,3.838324587421739
2016-01-21 21:00:00,-20.26,3.754743189539448
2016-01-21 22:00:00,-21.43,3.6600635637477383
2016-01-21 23:00:00,-22.49,3.5555683835037706
2016-01-22 00:00:00,-23.52,3.4416931508318234
2016-01-22 01:00:00,-24.6,3.318036888597135
2016-01-22 02:00:00,-25.76,3.1838920619714193
2016-01-22 03:00:00,-26.83,3.0403259041037534
2016-01-22 04:00:00,-27.83,2.8881844327822868
2016-01-22 05:00:00,-28.75,2.728406860909728
2016-01-22 06:00:00,-29.58,2.5620244202742524
2016-01-22 07:00:00,-29.84,2.4249209108286367
2016-01-22 08:00:00,-28.09,2.3924146499389267
2016-01-22 09:00:00,-23.39,2.50451562575952
2016-01-22 10:00:00,-19.49,2.7327088836076863
2016-01-22 11:00:00,-14.95,3.027124532388139
2016-01-22 12:00:00,-11.35,3.3828371901653638
2016-01-22 13:00:00,-9.98,3.705574397470967
2016-01-22 14:00:00,-9.56,3.9405664919790278
2016-01-22 15:00:00,-10.27,4.07716870062681
