elapsed_seconds,timestamp,T_ansys_C,T_ansys_min_C,T_ansys_max_C
3600,2019-12-15 10:00:00,15.286250602227426,15.234585304359939,15.3339352448736
7200,2019-12-15 11:00:00,15.623099647677009,15.513636075565614,15.721853592481068
10800,2019-12-15 12:00:00,15.8250373116569,15.682980026535574,15.951115101993253
14400,2019-12-15 13:00:00,15.913056960292806,15.757014881504972,16.05031194258879
18000,2019-12-15 14:00:00,15.906424996423993,15.750593793135579,16.04269866422368
21600,2019-12-15 15:00:00,15.802353946888218,15.660953346958252,15.925354307370242
25200,2019-12-15 16:00:00,15.625795994327348,15.508141995812707,15.727796808180756
28800,2019-12-15 17:00:00,15.462531690134767,15.362647065586998,15.54973165183901
32400,2019-12-15 18:00:00,15.319118630939101,15.230966564624907,15.397073864145852
36000,2019-12-15 19:00:00,15.18659461134979,15.10632048689314,15.258767417952242
39600,2019-12-15 20:00:00,15.058999122057628,14.984109970525878,15.127817173458936
43200,2019-12-15 21:00:00,14.932945432786084,14.85620605704321,15.005646372322019
46800,2019-12-15 22:00:00,14.806501058053641,14.722608128305183,14.894166677541023
50400,2019-12-15 23:00:00,14.678498647393099,14.58254410416913,14.7817019369827
54000,2019-12-16 00:00:00,14.548161567523607,14.439474185542963,14.667434302516028
57600,2019-12-16 01:00:00,14.414957592073506,14.2930220163704,14.55080332828527
61200,2019-12-16 02:00:00,14.27856236158891,14.142956592382063,14.431455402849224
64800,2019-12-16 03:00:00,14.138841421208838,13.989187177266729,14.30921764864462
68400,2019-12-16 04:00:00,13.995833421567625,13.831797369667697,14.184077417114793
72000,2019-12-16 05:00:00,13.849724250912686,13.671049866871215,14.056156857344092
75600,2019-12-16 06:00:00,13.700810128586681,13.507308071514672,13.925679725305201
79200,2019-12-16 07:00:00,13.605914880286434,13.395752847081042,13.84957121123
82800,2019-12-16 08:00:00,13.61753495167602,13.38800833059048,13.879433829902155
86400,2019-12-16 09:00:00,13.712781048092722,13.462852725172695,13.991065191436803
