date,daily_solar_energy_MJ
2016-01-18,22.52423376
2016-01-19,19.05682464
2016-01-20,35.63944272
2016-01-21,34.479859680000004
2016-01-22,36.18575856
2016-01-23,36.66557664
2016-01-24,35.89999056
2016-01-25,0.0
