elapsed_seconds,timestamp,T_ansys_C,T_ansys_min_C,T_ansys_max_C
3600,2019-12-15 14:00:00,15.082859505174383,15.065272651540397,15.101308935811687
7200,2019-12-15 15:00:00,14.957476234614603,14.950035141993055,14.963941582909968
10800,2019-12-15 16:00:00,14.691302272341488,14.633829386005289,14.746618072850993
14400,2019-12-15 17:00:00,14.406653618289454,14.299818810054319,14.511564921579804
18000,2019-12-15 18:00:00,14.130509191887597,13.97814330597015,14.28153678783309
21600,2019-12-15 19:00:00,13.865593155192357,13.671263686333646,14.059252053243995
25200,2019-12-15 20:00:00,13.612406375306534,13.379495427796144,13.845357334873029
28800,2019-12-15 21:00:00,13.370896809726787,13.1026029401487,13.639967254241753
32400,2019-12-15 22:00:00,13.14066250310799,12.839987491702118,13.442865614991831
36000,2019-12-15 23:00:00,12.921034201197358,12.590781418642337,13.25357488587457
39600,2019-12-16 00:00:00,12.711207277822496,12.353986710897232,13.071480519813406
43200,2019-12-16 01:00:00,12.510431157803396,12.128662085407711,12.896020634670151
46800,2019-12-16 02:00:00,12.318079442107205,11.913994931991908,12.726752512486428
50400,2019-12-16 03:00:00,12.133612018921383,11.709268630316785,12.563309384078536
54000,2019-12-16 04:00:00,11.956548079417473,11.513837410697988,12.405372163871505
57600,2019-12-16 05:00:00,11.786440886833134,11.327102138598264,12.252643599305031
61200,2019-12-16 06:00:00,11.622856467287932,11.14848941089457,12.10482686480168
64800,2019-12-16 07:00:00,11.517203068445383,11.0401073721128,12.003124201067578
68400,2019-12-16 08:00:00,11.514293199621704,11.054827575665229,11.984183284699782
72000,2019-12-16 09:00:00,11.58892564652598,11.160691392178308,12.028832523725953
75600,2019-12-16 10:00:00,11.702642332653738,11.311234976229969,12.10648030100566
79200,2019-12-16 11:00:00,11.841777983929205,11.490511425358477,12.205992676837411
82800,2019-12-16 12:00:00,11.91470076848708,11.587974246766464,12.253915988034407
86400,2019-12-16 13:00:00,11.864252749851403,11.536665503221798,12.203292987839177
