elapsed_seconds,timestamp,T_ansys_C,T_ansys_min_C,T_ansys_max_C
3600,2019-12-15 14:00:00,15.128056037480519,15.102555533596274,15.153769710164909
7200,2019-12-15 15:00:00,15.15437654060213,15.123219242636367,15.18474154794444
10800,2019-12-15 16:00:00,15.100747146552408,15.077350254110911,15.123232375822852
14400,2019-12-15 17:00:00,15.040788761256579,15.024345738348018,15.05697674188906
18000,2019-12-15 18:00:00,14.9856252232683,14.970855145810162,14.99941165868654
21600,2019-12-15 19:00:00,14.932454376461408,14.91420653778647,14.950415798359131
25200,2019-12-15 20:00:00,14.879266854182845,14.85705546046728,14.901806257394412
28800,2019-12-15 21:00:00,14.825104103526542,14.79859632305471,14.85250961864375
32400,2019-12-15 22:00:00,14.769543533933643,14.738499379190955,14.802029654032822
36000,2019-12-15 23:00:00,14.712341472745322,14.676564167004585,14.75008901641911
39600,2019-12-16 00:00:00,14.653306025596464,14.612609846354019,14.696490137430487
43200,2019-12-16 01:00:00,14.592361619137534,14.546573005306584,14.641149006902253
46800,2019-12-16 02:00:00,14.529582279446515,14.478555397622529,14.58411412270408
50400,2019-12-16 03:00:00,14.4651422803596,14.408768767039078,14.525522942840382
54000,2019-12-16 04:00:00,14.399273992983694,14.337487589386853,14.465565418919653
57600,2019-12-16 05:00:00,14.33222683502953,14.265002101546088,14.404449288597164
61200,2019-12-16 06:00:00,14.264230671836287,14.19157627617983,14.342369265196567
64800,2019-12-16 07:00:00,14.235199846272678,14.154988332043104,14.320823841391018
68400,2019-12-16 08:00:00,14.281228666212826,14.18990305628688,14.37657779809274
72000,2019-12-16 09:00:00,14.385413787151833,14.281034567860047,14.49114418778197
75600,2019-12-16 10:00:00,14.519604950527253,14.401906267455047,14.63525741390913
79200,2019-12-16 11:00:00,14.673991038638746,14.543089711336393,14.803722168792433
82800,2019-12-16 12:00:00,14.779262452331409,14.632965848572098,14.933353482872633
86400,2019-12-16 13:00:00,14.790668248018562,14.637258081865411,14.95111166612321
