date,wall_loss_Wh,roof_loss_Wh,floor_loss_Wh,window_loss_Wh,infiltration_loss_Wh,total_loss_Wh
2016-01-19,3879.4121569626286,1457.5632097822343,2124.3599489758485,2197.9010681922055,2208.8905735331664,11868.126957446084
2016-01-20,8225.74099220697,3090.555207422368,3016.2481917077153,4660.33620093599,4683.637881940669,23676.518474213713
2016-01-21,4333.089511845313,1628.0177515615883,974.6588553839733,2454.9343254401206,2467.2089970673214,11857.909441298318
