date,wall_loss_Wh,roof_loss_Wh,floor_loss_Wh,window_loss_Wh,infiltration_loss_Wh,total_loss_Wh
2016-01-19,5220.87353244377,5422.588963494476,2027.8884871804564,4732.704223504119,6207.535543505702,23611.590750128522
2016-01-20,11109.690914045634,11538.928680032635,3544.701373960719,10070.897290269764,13209.245693798726,49473.463952107486
2016-01-21,10097.538374569458,10487.67027359363,3002.642023475922,9153.384431810018,12005.812432065033,44747.04753551406
2016-01-22,5523.8843708544655,5737.307030878105,1292.0216067710642,5007.382525095264,6567.810608169339,24128.40614176824
