date,wall_loss_Wh,roof_loss_Wh,floor_loss_Wh,window_loss_Wh,infiltration_loss_Wh,total_loss_Wh
2016-01-18,8525.301884393086,3159.561830398007,2275.032823071448,7223.04999615111,11292.034827316233,32474.981361329883
2016-01-19,8412.263044068368,3117.668509775982,2284.1228051852377,7127.277998133411,11142.31127041523,32083.64362757823
2016-01-20,8802.889450924282,3262.4385486301935,1971.242730595659,7458.23567034234,11659.708431301857,33154.51483179433
2016-01-21,8109.146257233296,3005.330408108259,1703.3919920069402,6870.462728050073,10740.823398184944,30429.15478358351
2016-01-22,7533.1883456668265,2791.8746668362046,1464.3813348164192,6382.48319989527,9977.94873583627,28149.876283050988
2016-01-23,6971.076421671343,2583.5503865290148,1262.216727221595,5906.234665179468,9233.4135265639,25956.491727165325
2016-01-24,6488.4879286136065,2404.698282154172,1082.6044979709693,5497.362245153558,8594.209643256727,24067.362597149033
2016-01-25,964.8142764742295,357.56978494234977,123.74246374754428,817.4375348198982,1277.9273461017742,3541.491406085796
