date,daily_solar_energy_MJ
2024-06-01,26.835964847999996
2024-06-02,41.575687775999995
2024-06-03,51.963291072
2024-06-04,46.156612319999994
2024-06-05,38.323901952
2024-06-06,37.97291534399999
2024-06-07,38.059534799999994
2024-06-08,0.49342607999999993
