timestamp,outdoor_temperature_C,indoor_temperature_C
2016-01-19 12:00:00,-13.42,14.932049101945058
2016-01-19 13:00:00,-13.32,14.867147260287366
2016-01-19 14:00:00,-13.35,14.790961766465411
2016-01-19 15:00:00,-13.51,14.652972013056305
2016-01-19 16:00:00,-14.59,14.442972866694811
2016-01-19 17:00:00,-16.33,14.196304393214412
2016-01-19 18:00:00,-17.44,13.94378387284699
2016-01-19 19:00:00,-18.18,13.688119789059918
2016-01-19 20:00:00,-19.01,13.42869261657145
2016-01-19 21:00:00,-20.02,13.164241587851283
2016-01-19 22:00:00,-21.06,12.894594404216036
2016-01-19 23:00:00,-22.15,12.619436566632364
2016-01-20 00:00:00,-23.31,12.338312599216803
2016-01-20 01:00:00,-24.39,12.051848566157965
2016-01-20 02:00:00,-25.23,11.76181460749341
2016-01-20 03:00:00,-26.06,11.468313280473625
2016-01-20 04:00:00,-26.94,11.171015211487987
2016-01-20 05:00:00,-27.75,10.870455957780495
2016-01-20 06:00:00,-28.5,10.567094627221563
2016-01-20 07:00:00,-28.74,10.3075331070198
2016-01-20 08:00:00,-27.63,10.180786488642596
2016-01-20 09:00:00,-24.34,10.205500943382926
2016-01-20 10:00:00,-20.43,10.34649597758884
2016-01-20 11:00:00,-16.95,10.547717013748505
2016-01-20 12:00:00,-15.27,10.795935167577467
2016-01-20 13:00:00,-13.52,10.969484630835797
2016-01-20 14:00:00,-12.64,11.070410571640041
2016-01-20 15:00:00,-13.16,11.045864462558942
2016-01-20 16:00:00,-15.04,10.883328982083198
2016-01-20 17:00:00,-16.72,10.664486070848444
2016-01-20 18:00:00,-18.12,10.437468299161425
2016-01-20 19:00:00,-19.04,10.205794391605401
2016-01-20 20:00:00,-19.43,9.973312004502365
2016-01-20 21:00:00,-20.17,9.737513644748438
2016-01-20 22:00:00,-21.35,9.495266821173043
2016-01-20 23:00:00,-22.57,9.24633965108824
2016-01-21 00:00:00,-23.43,8.993375903289383
2016-01-21 01:00:00,-24.19,8.737128722807173
2016-01-21 02:00:00,-25.12,8.476405056532604
2016-01-21 03:00:00,-26.18,8.210309482088212
2016-01-21 04:00:00,-27.21,7.939103743901896
2016-01-21 05:00:00,-28.09,7.663909431243168
2016-01-21 06:00:00,-28.96,7.384832703441026
2016-01-21 07:00:00,-29.29,7.148412613871635
2016-01-21 08:00:00,-27.77,7.047052092749683
2016-01-21 09:00:00,-23.62,7.1235359703736645
2016-01-21 10:00:00,-19.83,7.266687209464872
2016-01-21 11:00:00,-15.81,7.538105479709978
2016-01-21 12:00:00,-11.71,7.779507446467099
2016-01-21 13:00:00,-10.81,8.00819276391033
2016-01-21 14:00:00,-10.91,8.126201626385505
2016-01-21 15:00:00,-11.64,8.106586784478845
2016-01-21 16:00:00,-13.68,7.968929856193653
2016-01-21 17:00:00,-15.78,7.781915692197581
2016-01-21 18:00:00,-17.07,7.58724306690559
2016-01-21 19:00:00,-17.93,7.388067054729467
2016-01-21 20:00:00,-19.06,7.182486685027219
2016-01-21 21:00:00,-20.26,6.970054171391482
2016-01-21 22:00:00,-21.43,6.751043994282335
2016-01-21 23:00:00,-22.49,6.526303003784773
2016-01-22 00:00:00,-23.52,6.296096032367484
2016-01-22 01:00:00,-24.6,6.060110902595318
2016-01-22 02:00:00,-25.76,5.817822598799057
2016-01-22 03:00:00,-26.83,5.56993192652338
2016-01-22 04:00:00,-27.83,5.316989978724873
2016-01-22 05:00:00,-28.75,5.0596149481339605
2016-01-22 06:00:00,-29.58,4.798491549924661
2016-01-22 07:00:00,-29.84,4.578854666240686
2016-01-22 08:00:00,-28.09,4.490192783450688
2016-01-22 09:00:00,-23.39,4.567275969777889
2016-01-22 10:00:00,-19.49,4.777644096179707
2016-01-22 11:00:00,-14.95,5.049008425502143
