elapsed_seconds,timestamp,T_ansys_C,T_ansys_min_C,T_ansys_max_C
3600,2019-12-15 14:00:00,15.121030904821566,15.096764725669743,15.145515340989903
7200,2019-12-15 15:00:00,15.149236795776574,15.1189443275872,15.178802449712407
10800,2019-12-15 16:00:00,15.104518807133559,15.080753929965397,15.127383575468627
14400,2019-12-15 17:00:00,15.055353068317459,15.0374827027361,15.072819600239598
18000,2019-12-15 18:00:00,15.012056656015488,14.998141758333134,15.026116896642918
21600,2019-12-15 19:00:00,14.971868294843887,14.957389549681466,14.985541489817479
25200,2019-12-15 20:00:00,14.93271506630498,14.916101411924672,14.948954744993898
28800,2019-12-15 21:00:00,14.893507575356466,14.874641311447704,14.912374867868209
32400,2019-12-15 22:00:00,14.853680873897986,14.832485491807006,14.875214882389798
36000,2019-12-15 23:00:00,14.812864650209406,14.789269629587295,14.837108978092033
39600,2019-12-16 00:00:00,14.770781930106864,14.744705578547382,14.797798028122031
43200,2019-12-16 01:00:00,14.727319086612624,14.698682209759681,14.757170796190678
46800,2019-12-16 02:00:00,14.682525318347132,14.651270357059161,14.715257868411925
50400,2019-12-16 03:00:00,14.636530798653155,14.602628015956668,14.67216294505198
54000,2019-12-16 04:00:00,14.589499637598976,14.552947183521496,14.628022772856468
57600,2019-12-16 05:00:00,14.54159530874017,14.50241456741361,14.582977757685455
61200,2019-12-16 06:00:00,14.492955232966153,14.45118293571636,14.537150089928161
64800,2019-12-16 07:00:00,14.48057361084392,14.434204972566988,14.529062403163266
68400,2019-12-16 08:00:00,14.537565142730955,14.483203109918463,14.592518905741883
72000,2019-12-16 09:00:00,14.647217252681969,14.58294942024412,14.709758264037987
75600,2019-12-16 10:00:00,14.781980203244643,14.694285495628662,14.873858222554702
79200,2019-12-16 11:00:00,14.931442115659877,14.809932970307216,15.055937328335233
82800,2019-12-16 12:00:00,15.030247482226002,14.885772224169784,15.17627371937948
86400,2019-12-16 13:00:00,15.036779408201198,14.887338307225662,15.186647359402059
